Timestamp,Lead,Value
2026-02-18T07:23:28.296Z,ECG_LEAD_II,800
2026-02-18T07:23:28.296Z,ECG_LEAD_II,800
2026-02-18T07:23:28.296Z,ECG_LEAD_II,800
2026-02-18T07:23:28.296Z,ECG_LEAD_II,800
2026-02-18T07:23:28.296Z,ECG_LEAD_II,800
2026-02-18T07:23:28.296Z,ECG_LEAD_II,800
2026-02-18T07:23:28.296Z,ECG_LEAD_II,800
2026-02-18T07:23:28.296Z,ECG_LEAD_II,800
2026-02-18T07:23:28.296Z,ECG_LEAD_II,800
2026-02-18T07:23:28.296Z,ECG_LEAD_II,800
2026-02-18T07:23:28.296Z,ECG_LEAD_II,-200
2026-02-18T07:23:28.296Z,ECG_LEAD_II,-200
2026-02-18T07:23:28.296Z,ECG_LEAD_II,-200
2026-02-18T07:23:28.296Z,ECG_LEAD_II,-200
2026-02-18T07:23:28.296Z,ECG_LEAD_II,-200
2026-02-18T07:23:28.296Z,ECG_LEAD_II,-200
2026-02-18T07:23:28.296Z,ECG_LEAD_II,-200
2026-02-18T07:23:28.296Z,ECG_LEAD_II,-200
2026-02-18T07:23:28.296Z,ECG_LEAD_II,-200
2026-02-18T07:23:28.296Z,ECG_LEAD_II,-200
2026-02-18T07:23:28.296Z,ECG_LEAD_II,20
2026-02-18T07:23:28.296Z,ECG_LEAD_II,20
2026-02-18T07:23:28.296Z,ECG_LEAD_II,20
2026-02-18T07:23:28.296Z,ECG_LEAD_II,20
2026-02-18T07:23:47.881Z,ECG_LEAD_II,800
2026-02-18T07:23:47.881Z,ECG_LEAD_II,800
2026-02-18T07:23:47.881Z,ECG_LEAD_II,800
2026-02-18T07:23:47.881Z,ECG_LEAD_II,800
2026-02-18T07:23:47.881Z,ECG_LEAD_II,800
2026-02-18T07:23:47.881Z,ECG_LEAD_II,800
2026-02-18T07:23:47.881Z,ECG_LEAD_II,800
2026-02-18T07:23:47.881Z,ECG_LEAD_II,800
2026-02-18T07:23:47.881Z,ECG_LEAD_II,800
2026-02-18T07:23:47.881Z,ECG_LEAD_II,800
2026-02-18T07:23:47.881Z,ECG_LEAD_II,-200
2026-02-18T07:23:47.881Z,ECG_LEAD_II,-200
2026-02-18T07:23:47.881Z,ECG_LEAD_II,-200
2026-02-18T07:23:47.881Z,ECG_LEAD_II,-200
2026-02-18T07:23:47.881Z,ECG_LEAD_II,-200
2026-02-18T07:23:47.881Z,ECG_LEAD_II,-200
2026-02-18T07:23:47.881Z,ECG_LEAD_II,-200
2026-02-18T07:23:47.881Z,ECG_LEAD_II,-200
2026-02-18T07:23:47.881Z,ECG_LEAD_II,-200
2026-02-18T07:23:47.881Z,ECG_LEAD_II,-200
2026-02-18T07:23:47.881Z,ECG_LEAD_II,20
2026-02-18T07:23:47.881Z,ECG_LEAD_II,20
2026-02-18T07:23:47.881Z,ECG_LEAD_II,20
2026-02-18T07:23:47.881Z,ECG_LEAD_II,20
2026-02-18T07:23:50.412Z,ECG_LEAD_II,0
2026-02-18T07:23:50.412Z,ECG_LEAD_II,100
2026-02-18T07:23:50.412Z,ECG_LEAD_II,1
2026-02-18T07:23:50.412Z,ECG_LEAD_II,1
2026-02-18T07:23:50.412Z,ECG_LEAD_II,1
2026-02-18T07:23:50.412Z,ECG_LEAD_II,2
2026-02-18T07:23:50.412Z,ECG_LEAD_II,3
2026-02-18T07:23:50.412Z,ECG_LEAD_II,4
2026-02-18T07:23:50.412Z,ECG_LEAD_II,4
2026-02-18T07:23:50.412Z,ECG_LEAD_II,3
2026-02-18T07:23:50.412Z,ECG_LEAD_II,1
2026-02-18T07:23:50.412Z,ECG_LEAD_II,1
2026-02-18T07:23:52.951Z,ECG_LEAD_II,800
2026-02-18T07:23:52.951Z,ECG_LEAD_II,800
2026-02-18T07:23:52.951Z,ECG_LEAD_II,800
2026-02-18T07:23:52.951Z,ECG_LEAD_II,800
2026-02-18T07:23:52.951Z,ECG_LEAD_II,800
2026-02-18T07:23:52.951Z,ECG_LEAD_II,800
2026-02-18T07:23:52.951Z,ECG_LEAD_II,800
2026-02-18T07:23:52.951Z,ECG_LEAD_II,800
2026-02-18T07:23:52.951Z,ECG_LEAD_II,800
2026-02-18T07:23:52.951Z,ECG_LEAD_II,800
2026-02-18T07:23:52.951Z,ECG_LEAD_II,-200
2026-02-18T07:23:52.951Z,ECG_LEAD_II,-200
2026-02-18T07:23:52.951Z,ECG_LEAD_II,-200
2026-02-18T07:23:52.951Z,ECG_LEAD_II,-200
2026-02-18T07:23:52.951Z,ECG_LEAD_II,-200
2026-02-18T07:23:52.951Z,ECG_LEAD_II,-200
2026-02-18T07:23:52.951Z,ECG_LEAD_II,-200
2026-02-18T07:23:52.951Z,ECG_LEAD_II,-200
2026-02-18T07:23:52.951Z,ECG_LEAD_II,-200
2026-02-18T07:23:52.951Z,ECG_LEAD_II,-200
2026-02-18T07:23:52.951Z,ECG_LEAD_II,20
2026-02-18T07:23:52.951Z,ECG_LEAD_II,20
2026-02-18T07:23:52.951Z,ECG_LEAD_II,20
2026-02-18T07:23:52.951Z,ECG_LEAD_II,20
