Timestamp,Lead,Value
2026-02-18T07:11:36.037Z,ECG_LEAD_II,800
2026-02-18T07:11:36.037Z,ECG_LEAD_II,800
2026-02-18T07:11:36.037Z,ECG_LEAD_II,800
2026-02-18T07:11:36.037Z,ECG_LEAD_II,800
2026-02-18T07:11:36.037Z,ECG_LEAD_II,800
2026-02-18T07:11:36.037Z,ECG_LEAD_II,800
2026-02-18T07:11:36.037Z,ECG_LEAD_II,800
2026-02-18T07:11:36.037Z,ECG_LEAD_II,800
2026-02-18T07:11:36.037Z,ECG_LEAD_II,800
2026-02-18T07:11:36.037Z,ECG_LEAD_II,800
2026-02-18T07:11:36.037Z,ECG_LEAD_II,-200
2026-02-18T07:11:36.037Z,ECG_LEAD_II,-200
2026-02-18T07:11:36.037Z,ECG_LEAD_II,-200
2026-02-18T07:11:36.037Z,ECG_LEAD_II,-200
2026-02-18T07:11:36.037Z,ECG_LEAD_II,-200
2026-02-18T07:11:36.037Z,ECG_LEAD_II,-200
2026-02-18T07:11:36.037Z,ECG_LEAD_II,-200
2026-02-18T07:11:36.037Z,ECG_LEAD_II,-200
2026-02-18T07:11:36.037Z,ECG_LEAD_II,-200
2026-02-18T07:11:36.037Z,ECG_LEAD_II,-200
2026-02-18T07:11:36.037Z,ECG_LEAD_II,20
2026-02-18T07:11:36.037Z,ECG_LEAD_II,20
2026-02-18T07:11:36.037Z,ECG_LEAD_II,20
2026-02-18T07:11:36.037Z,ECG_LEAD_II,20
2026-02-18T07:11:44.034Z,ECG_LEAD_II,800
2026-02-18T07:11:44.034Z,ECG_LEAD_II,800
2026-02-18T07:11:44.034Z,ECG_LEAD_II,800
2026-02-18T07:11:44.034Z,ECG_LEAD_II,800
2026-02-18T07:11:44.034Z,ECG_LEAD_II,800
2026-02-18T07:11:44.034Z,ECG_LEAD_II,800
2026-02-18T07:11:44.034Z,ECG_LEAD_II,800
2026-02-18T07:11:44.034Z,ECG_LEAD_II,800
2026-02-18T07:11:44.034Z,ECG_LEAD_II,800
2026-02-18T07:11:44.034Z,ECG_LEAD_II,800
2026-02-18T07:11:44.034Z,ECG_LEAD_II,-200
2026-02-18T07:11:44.034Z,ECG_LEAD_II,-200
2026-02-18T07:11:44.034Z,ECG_LEAD_II,-200
2026-02-18T07:11:44.034Z,ECG_LEAD_II,-200
2026-02-18T07:11:44.034Z,ECG_LEAD_II,-200
2026-02-18T07:11:44.034Z,ECG_LEAD_II,-200
2026-02-18T07:11:44.034Z,ECG_LEAD_II,-200
2026-02-18T07:11:44.034Z,ECG_LEAD_II,-200
2026-02-18T07:11:44.034Z,ECG_LEAD_II,-200
2026-02-18T07:11:44.034Z,ECG_LEAD_II,-200
2026-02-18T07:11:44.034Z,ECG_LEAD_II,20
2026-02-18T07:11:44.034Z,ECG_LEAD_II,20
2026-02-18T07:11:44.034Z,ECG_LEAD_II,20
2026-02-18T07:11:44.034Z,ECG_LEAD_II,20
2026-02-18T07:17:38.090Z,ECG_LEAD_II,800
2026-02-18T07:17:38.090Z,ECG_LEAD_II,800
2026-02-18T07:17:38.090Z,ECG_LEAD_II,800
2026-02-18T07:17:38.090Z,ECG_LEAD_II,800
2026-02-18T07:17:38.090Z,ECG_LEAD_II,800
2026-02-18T07:17:38.090Z,ECG_LEAD_II,800
2026-02-18T07:17:38.090Z,ECG_LEAD_II,800
2026-02-18T07:17:38.090Z,ECG_LEAD_II,800
2026-02-18T07:17:38.090Z,ECG_LEAD_II,800
2026-02-18T07:17:38.090Z,ECG_LEAD_II,800
2026-02-18T07:17:38.090Z,ECG_LEAD_II,-200
2026-02-18T07:17:38.090Z,ECG_LEAD_II,-200
2026-02-18T07:17:38.090Z,ECG_LEAD_II,-200
2026-02-18T07:17:38.090Z,ECG_LEAD_II,-200
2026-02-18T07:17:38.090Z,ECG_LEAD_II,-200
2026-02-18T07:17:38.090Z,ECG_LEAD_II,-200
2026-02-18T07:17:38.090Z,ECG_LEAD_II,-200
2026-02-18T07:17:38.090Z,ECG_LEAD_II,-200
2026-02-18T07:17:38.090Z,ECG_LEAD_II,-200
2026-02-18T07:17:38.090Z,ECG_LEAD_II,-200
2026-02-18T07:17:38.090Z,ECG_LEAD_II,20
2026-02-18T07:17:38.090Z,ECG_LEAD_II,20
2026-02-18T07:17:38.090Z,ECG_LEAD_II,20
